Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,Export Share in Total Products (%),Export (US$ Thousand),Export Partner Share (%),Transaction_ID,Export_Value_USD,Export_Value_Millions,Region,YoY_Growth_Rate,YoY_Growth_Absolute
Rwanda,Netherlands,2021,Export,39.0,1.74,12873.67,0.82,RW-NET-2021,12873670.0,12.87367,Europe & Central Asia,27.544414810352833,2780.1900000000005
Rwanda,Netherlands,2022,Export,30.0,1.31,14893.84,0.74,RW-NET-2022,14893840.0,14.89384,Europe & Central Asia,15.692261802578432,2020.17
Rwanda,New Zealand,2018,Export,2.0,0.1,1148.03,0.11,RW-NEW-2018,1148030.0,1.1480299999999999,Oceania,,
Rwanda,New Zealand,2019,Export,1.0,0.04,846.82,0.07,RW-NEW-2019,846820.0,0.84682,Oceania,-26.237119239044272,-301.2099999999999
Rwanda,New Zealand,2020,Export,12.0,0.58,1423.83,0.1,RW-NEW-2020,1423830.0,1.42383,Oceania,68.1384473677995,577.0099999999999
Rwanda,New Zealand,2021,Export,2.0,0.09,619.15,0.04,RW-NEW-2021,619150.0,0.61915,Oceania,-56.515173862048144,-804.68
Rwanda,New Zealand,2022,Export,4.0,0.17,564.47,0.03,RW-NEW-2022,564470.0,0.56447,Oceania,-8.831462488896058,-54.67999999999995
Rwanda,Niger,2018,Export,10.0,0.49,381.7,0.04,RW-NIG-2018,381700.0,0.3817,Africa,,
Rwanda,Niger,2019,Export,4.0,0.18,1209.41,0.11,RW-NIG-2019,1209410.0,1.20941,Africa,216.84831019124968,827.71
Rwanda,Niger,2020,Export,1.0,0.05,10.3,0.0,RW-NIG-2020,10300.0,0.0103,Africa,-99.14834506081478,-1199.1100000000001
Rwanda,Niger,2021,Export,2.0,0.09,312.69,0.02,RW-NIG-2021,312690.0,0.31269,Africa,2935.8252427184466,302.39
Rwanda,Niger,2022,Export,1.0,0.04,457.5,0.02,RW-NIG-2022,457500.0,0.4575,Africa,46.31104288592536,144.81
Rwanda,Nigeria,2018,Export,16.0,0.78,131.73,0.01,RW-NIG-2018,131730.0,0.13172999999999999,Africa,,
Rwanda,Nigeria,2019,Export,28.0,1.25,141.32,0.01,RW-NIG-2019,141320.0,0.14132,Africa,7.280042511197138,9.590000000000003
Rwanda,Nigeria,2020,Export,29.0,1.41,162.29,0.01,RW-NIG-2020,162290.0,0.16229,Africa,14.83866402490801,20.97
Rwanda,Nigeria,2021,Export,21.0,0.94,866.06,0.06,RW-NIG-2021,866060.0,0.8660599999999999,Africa,433.64963953416725,703.77
Rwanda,Nigeria,2022,Export,23.0,1.0,744.12,0.04,RW-NIG-2022,744120.0,0.74412,Africa,-14.07985589912939,-121.93999999999994
Rwanda,North America,2018,Export,110.0,5.39,25683.71,2.56,RW-NOR-2018,25683710.0,25.683709999999998,Other/Regional Grouping,,
Rwanda,North America,2019,Export,119.0,5.31,13059.9,1.15,RW-NOR-2019,13059900.0,13.059899999999999,Other/Regional Grouping,-49.15103775895305,-12623.81
Rwanda,North America,2020,Export,128.0,6.21,24092.27,1.68,RW-NOR-2020,24092270.0,24.09227,Other/Regional Grouping,84.47514912059052,11032.37
Rwanda,North America,2021,Export,212.0,9.46,29853.09,1.91,RW-NOR-2021,29853090.0,29.85309,Other/Regional Grouping,23.91148696241574,5760.82
Rwanda,North America,2022,Export,195.0,8.52,26984.21,1.34,RW-NOR-2022,26984210.0,26.984209999999997,Other/Regional Grouping,-9.6099934713626,-2868.880000000001
Rwanda,North Macedonia,2018,Export,11.0,0.54,18.06,0.0,RW-NOR-2018,18060.0,0.01806,Europe & Central Asia,,
Rwanda,North Macedonia,2019,Export,1.0,0.04,0.01,0.0,RW-NOR-2019,10.0,1e-05,Europe & Central Asia,-99.94462901439645,-18.049999999999997
Rwanda,Norway,2018,Export,1.0,0.05,120.42,0.01,RW-NOR-2018,120420.0,0.12042,Europe & Central Asia,,
Rwanda,Norway,2019,Export,1.0,0.04,148.15,0.01,RW-NOR-2019,148150.0,0.14815,Europe & Central Asia,23.027736256435816,27.730000000000004
Rwanda,Norway,2020,Export,2.0,0.1,227.84,0.02,RW-NOR-2020,227840.0,0.22784000000000001,Europe & Central Asia,53.7900776240297,79.69
Rwanda,Norway,2021,Export,1.0,0.04,0.43,0.0,RW-NOR-2021,430.0,0.00043,Europe & Central Asia,-99.81127106741573,-227.41
Rwanda,Norway,2022,Export,10.0,0.44,120.69,0.01,RW-NOR-2022,120690.0,0.12068999999999999,Europe & Central Asia,27967.44186046512,120.25999999999999
Rwanda,Oman,2018,Export,12.0,0.59,416.54,0.04,RW-OMA-2018,416540.0,0.41654,Asia & Middle East,,
Rwanda,Oman,2019,Export,7.0,0.31,264.36,0.02,RW-OMA-2019,264360.0,0.26436000000000004,Asia & Middle East,-36.53430642915446,-152.18
Rwanda,Oman,2020,Export,20.0,0.97,691.86,0.05,RW-OMA-2020,691860.0,0.69186,Asia & Middle East,161.7113027689514,427.5
Rwanda,Oman,2021,Export,7.0,0.31,1064.92,0.07,RW-OMA-2021,1064920.0,1.06492,Asia & Middle East,53.92131356054695,373.06000000000006
Rwanda,Oman,2022,Export,3.0,0.13,190.35,0.01,RW-OMA-2022,190350.0,0.19035,Asia & Middle East,-82.12541787176502,-874.57
Rwanda,"Other Asia, nes",2018,Export,,,116.91,0.01,RW-OTH-2018,116910.0,0.11691,Other/Regional Grouping,,
Rwanda,"Other Asia, nes",2019,Export,,,21.12,0.0,RW-OTH-2019,21120.0,0.02112,Other/Regional Grouping,-81.9348216576854,-95.78999999999999
Rwanda,"Other Asia, nes",2020,Export,,,257.43,0.02,RW-OTH-2020,257430.0,0.25743,Other/Regional Grouping,1118.8920454545455,236.31
Rwanda,"Other Asia, nes",2021,Export,,,97.12,0.01,RW-OTH-2021,97120.0,0.09712,Other/Regional Grouping,-62.27323932719574,-160.31
Rwanda,"Other Asia, nes",2022,Export,,,874.87,0.04,RW-OTH-2022,874870.0,0.87487,Other/Regional Grouping,800.8134266886326,777.75
Rwanda,Pakistan,2018,Export,1.0,0.05,41386.58,4.12,RW-PAK-2018,41386580.0,41.38658,Asia & Middle East,,
Rwanda,Pakistan,2019,Export,2.0,0.09,39269.38,3.47,RW-PAK-2019,39269380.0,39.26938,Asia & Middle East,-5.115667929072676,-2117.2000000000044
Rwanda,Pakistan,2020,Export,2.0,0.1,32725.02,2.29,RW-PAK-2020,32725020.0,32.72502,Asia & Middle East,-16.66530003784118,-6544.359999999997
Rwanda,Pakistan,2021,Export,3.0,0.13,37168.53,2.38,RW-PAK-2021,37168530.0,37.16853,Asia & Middle East,13.578326308127542,4443.509999999998
Rwanda,Pakistan,2022,Export,4.0,0.17,38858.23,1.92,RW-PAK-2022,38858230.0,38.858230000000006,Asia & Middle East,4.546050112823963,1689.7000000000044
Rwanda,Philippines,2019,Export,16.0,0.71,7.89,0.0,RW-PHI-2019,7890.0,0.00789,Asia & Middle East,,
Rwanda,Philippines,2022,Export,7.0,0.31,19.9,0.0,RW-PHI-2022,19900.0,0.019899999999999998,Asia & Middle East,152.21799746514571,12.009999999999998
Rwanda,Poland,2018,Export,30.0,1.47,348.74,0.03,RW-POL-2018,348740.0,0.34874,Europe & Central Asia,,
Rwanda,Poland,2019,Export,5.0,0.22,235.86,0.02,RW-POL-2019,235860.0,0.23586000000000001,Europe & Central Asia,-32.36795320295922,-112.88
Rwanda,Poland,2020,Export,3.0,0.15,32.5,0.0,RW-POL-2020,32500.0,0.0325,Europe & Central Asia,-86.2206393623336,-203.36
Rwanda,Poland,2021,Export,7.0,0.31,407.25,0.03,RW-POL-2021,407250.0,0.40725,Europe & Central Asia,1153.076923076923,374.75
Rwanda,Poland,2022,Export,5.0,0.22,2326.06,0.12,RW-POL-2022,2326060.0,2.32606,Europe & Central Asia,471.16267648864334,1918.81
Rwanda,Portugal,2020,Export,5.0,0.24,16.86,0.0,RW-POR-2020,16860.0,0.01686,Europe & Central Asia,,
Rwanda,Portugal,2021,Export,20.0,0.89,23.93,0.0,RW-POR-2021,23930.0,0.02393,Europe & Central Asia,41.93357058125742,7.07
Rwanda,Portugal,2022,Export,12.0,0.52,15.74,0.0,RW-POR-2022,15740.0,0.01574,Europe & Central Asia,-34.224822398662766,-8.19
Rwanda,Qatar,2018,Export,1.0,0.05,7618.73,0.76,RW-QAT-2018,7618730.0,7.618729999999999,Asia & Middle East,,
Rwanda,Qatar,2019,Export,7.0,0.31,1699.08,0.15,RW-QAT-2019,1699080.0,1.69908,Asia & Middle East,-77.69864531227645,-5919.65
Rwanda,Qatar,2020,Export,11.0,0.53,2385.67,0.17,RW-QAT-2020,2385670.0,2.38567,Asia & Middle East,40.40951573792877,686.5900000000001
Rwanda,Qatar,2021,Export,25.0,1.12,224.69,0.01,RW-QAT-2021,224690.0,0.22469,Asia & Middle East,-90.58168145636236,-2160.98
Rwanda,Qatar,2022,Export,37.0,1.62,2951.41,0.15,RW-QAT-2022,2951410.0,2.9514099999999996,Asia & Middle East,1213.5475544082958,2726.72
Rwanda,Romania,2018,Export,6.0,0.29,8.14,0.0,RW-ROM-2018,8140.000000000001,0.008140000000000001,Europe & Central Asia,,
Rwanda,Romania,2022,Export,5.0,0.22,25.46,0.0,RW-ROM-2022,25460.0,0.02546,Europe & Central Asia,212.77641277641277,17.32
Rwanda,Russian Federation,2018,Export,4.0,0.2,2579.67,0.26,RW-RUS-2018,2579670.0,2.57967,Europe & Central Asia,,
Rwanda,Russian Federation,2019,Export,2.0,0.09,3092.51,0.27,RW-RUS-2019,3092510.0,3.0925100000000003,Europe & Central Asia,19.880062178495695,512.8400000000001
Rwanda,Russian Federation,2020,Export,5.0,0.24,4497.44,0.31,RW-RUS-2020,4497440.0,4.497439999999999,Europe & Central Asia,45.43008753407425,1404.9299999999994
Rwanda,Russian Federation,2021,Export,7.0,0.31,5032.92,0.32,RW-RUS-2021,5032920.0,5.03292,Europe & Central Asia,11.906328933793464,535.4800000000005
Rwanda,Russian Federation,2022,Export,4.0,0.17,4123.61,0.2,RW-RUS-2022,4123609.9999999995,4.123609999999999,Europe & Central Asia,-18.06724525722643,-909.3100000000004
Rwanda,Saudi Arabia,2018,Export,4.0,0.2,302.71,0.03,RW-SAU-2018,302710.0,0.30271,Asia & Middle East,,
Rwanda,Saudi Arabia,2019,Export,4.0,0.18,379.06,0.03,RW-SAU-2019,379060.0,0.37906,Asia & Middle East,25.222159822932856,76.35000000000002
Rwanda,Saudi Arabia,2020,Export,8.0,0.39,2616.55,0.18,RW-SAU-2020,2616550.0,2.61655,Asia & Middle East,590.2733076557802,2237.4900000000002
Rwanda,Saudi Arabia,2021,Export,15.0,0.67,1075.01,0.07,RW-SAU-2021,1075010.0,1.07501,Asia & Middle East,-58.9149834706006,-1541.5400000000002
Rwanda,Saudi Arabia,2022,Export,42.0,1.83,1988.05,0.1,RW-SAU-2022,1988050.0,1.9880499999999999,Asia & Middle East,84.93316341243337,913.04
Rwanda,Senegal,2018,Export,1.0,0.05,2.95,0.0,RW-SEN-2018,2950.0,0.0029500000000000004,Africa,,
Rwanda,Senegal,2019,Export,16.0,0.71,15.37,0.0,RW-SEN-2019,15370.0,0.01537,Africa,421.01694915254234,12.419999999999998
Rwanda,Senegal,2020,Export,40.0,1.94,464.05,0.03,RW-SEN-2020,464050.0,0.46405,Africa,2919.1932335718934,448.68
Rwanda,Senegal,2021,Export,1.0,0.04,2.76,0.0,RW-SEN-2021,2760.0,0.00276,Africa,-99.405236504687,-461.29
Rwanda,Senegal,2022,Export,7.0,0.31,16.91,0.0,RW-SEN-2022,16910.0,0.01691,Africa,512.68115942029,14.15
Rwanda,"Serbia, FR(Serbia/Montenegro)",2018,Export,1.0,0.05,0.11,0.0,RW-SER-2018,110.0,0.00011,Europe & Central Asia,,
Rwanda,Sierra Leone,2018,Export,1.0,0.05,0.61,0.0,RW-SIE-2018,610.0,0.00061,Africa,,
Rwanda,Sierra Leone,2019,Export,1.0,0.04,1.51,0.0,RW-SIE-2019,1510.0,0.00151,Africa,147.54098360655738,0.9
Rwanda,Sierra Leone,2021,Export,1.0,0.04,1.51,0.0,RW-SIE-2021,1510.0,0.00151,Africa,0.0,0.0
Rwanda,Singapore,2018,Export,9.0,0.44,39617.23,3.95,RW-SIN-2018,39617230.0,39.617230000000006,Asia & Middle East,,
Rwanda,Singapore,2019,Export,8.0,0.36,29846.46,2.64,RW-SIN-2019,29846460.0,29.84646,Asia & Middle East,-24.662930750080214,-9770.770000000004
Rwanda,Singapore,2020,Export,8.0,0.39,18330.39,1.28,RW-SIN-2020,18330390.0,18.330389999999998,Asia & Middle East,-38.5843748303819,-11516.07
Rwanda,Singapore,2021,Export,6.0,0.27,25556.49,1.64,RW-SIN-2021,25556490.0,25.55649,Asia & Middle East,39.42141983885779,7226.100000000002
Rwanda,Singapore,2022,Export,7.0,0.31,32717.08,1.62,RW-SIN-2022,32717080.0,32.71708,Asia & Middle East,28.018675491039644,7160.59
Rwanda,Slovak Republic,2019,Export,1.0,0.04,694.6,0.06,RW-SLO-2019,694600.0,0.6946,Europe & Central Asia,,
Rwanda,Slovak Republic,2021,Export,1.0,0.04,0.19,0.0,RW-SLO-2021,190.0,0.00019,Europe & Central Asia,-99.9726461272675,-694.41
Rwanda,Somalia,2018,Export,1.0,0.05,40.31,0.0,RW-SOM-2018,40310.0,0.040310000000000006,Africa,,
Rwanda,Somalia,2019,Export,7.0,0.31,1616.03,0.14,RW-SOM-2019,1616030.0,1.61603,Africa,3909.0052096254026,1575.72
Rwanda,Somalia,2020,Export,9.0,0.44,156.89,0.01,RW-SOM-2020,156890.0,0.15688999999999997,Africa,-90.29164062548344,-1459.1399999999999
Rwanda,Somalia,2021,Export,3.0,0.13,748.62,0.05,RW-SOM-2021,748620.0,0.74862,Africa,377.16234304289634,591.73
Rwanda,Somalia,2022,Export,7.0,0.31,866.35,0.04,RW-SOM-2022,866350.0,0.8663500000000001,Africa,15.726269669525262,117.73000000000002
Rwanda,South Africa,2018,Export,39.0,1.91,671.96,0.07,RW-SOU-2018,671960.0,0.67196,Africa,,
Rwanda,South Africa,2019,Export,64.0,2.86,1220.81,0.11,RW-SOU-2019,1220810.0,1.22081,Africa,81.67896898624916,548.8499999999999
Rwanda,South Africa,2020,Export,58.0,2.81,1067.67,0.07,RW-SOU-2020,1067670.0,1.0676700000000001,Africa,-12.544130536283282,-153.13999999999987
Rwanda,South Africa,2021,Export,63.0,2.81,850.33,0.05,RW-SOU-2021,850330.0,0.85033,Africa,-20.35647718864443,-217.34000000000003
Rwanda,South Africa,2022,Export,63.0,2.75,666.45,0.03,RW-SOU-2022,666450.0,0.6664500000000001,Africa,-21.624545764585513,-183.88
Rwanda,South Asia,2018,Export,62.0,3.04,52152.09,5.19,RW-SOU-2018,52152090.0,52.152089999999994,Other/Regional Grouping,,
Rwanda,South Asia,2019,Export,27.0,1.21,47000.32,4.15,RW-SOU-2019,47000320.0,47.00032,Other/Regional Grouping,-9.878357703401718,-5151.769999999997
Rwanda,South Asia,2020,Export,65.0,3.15,48722.11,3.4,RW-SOU-2020,48722110.0,48.72211,Other/Regional Grouping,3.6633580367112506,1721.7900000000009
Rwanda,South Asia,2021,Export,39.0,1.74,49621.55,3.18,RW-SOU-2021,49621550.0,49.621550000000006,Other/Regional Grouping,1.8460612645880836,899.4400000000023
Rwanda,South Asia,2022,Export,31.0,1.35,110273.05,5.46,RW-SOU-2022,110273050.0,110.27305,Other/Regional Grouping,122.22814482820468,60651.5
Rwanda,South Sudan,2018,Export,121.0,5.93,4917.51,0.49,RW-SOU-2018,4917510.0,4.91751,Africa,,
Rwanda,South Sudan,2019,Export,46.0,2.05,20204.58,1.78,RW-SOU-2019,20204580.0,20.20458,Africa,310.87013549540313,15287.070000000002
Rwanda,South Sudan,2020,Export,38.0,1.84,12757.43,0.89,RW-SOU-2020,12757430.0,12.757430000000001,Africa,-36.85872213131874,-7447.1500000000015
Rwanda,South Sudan,2021,Export,71.0,3.17,7936.7,0.51,RW-SOU-2021,7936700.0,7.9367,Africa,-37.78762650471138,-4820.7300000000005
Rwanda,South Sudan,2022,Export,61.0,2.66,22005.6,1.09,RW-SOU-2022,22005600.0,22.005599999999998,Africa,177.2638502148248,14068.899999999998
Rwanda,Spain,2018,Export,7.0,0.34,779.23,0.08,RW-SPA-2018,779230.0,0.77923,Europe & Central Asia,,
Rwanda,Spain,2019,Export,5.0,0.22,374.42,0.03,RW-SPA-2019,374420.0,0.37442000000000003,Europe & Central Asia,-51.950001924977215,-404.81
Rwanda,Spain,2020,Export,8.0,0.39,17.56,0.0,RW-SPA-2020,17560.0,0.01756,Europe & Central Asia,-95.31007958976551,-356.86
Rwanda,Spain,2021,Export,8.0,0.36,65.24,0.0,RW-SPA-2021,65239.99999999999,0.06523999999999999,Europe & Central Asia,271.52619589977223,47.67999999999999
Rwanda,Spain,2022,Export,4.0,0.17,2358.04,0.12,RW-SPA-2022,2358040.0,2.35804,Europe & Central Asia,3514.4083384426735,2292.8
Rwanda,Sri Lanka,2018,Export,4.0,0.2,93.37,0.01,RW-SRI-2018,93370.0,0.09337000000000001,Asia & Middle East,,
Rwanda,Sri Lanka,2019,Export,2.0,0.09,157.21,0.01,RW-SRI-2019,157210.0,0.15721000000000002,Asia & Middle East,68.3731391239156,63.84
Rwanda,Sri Lanka,2020,Export,3.0,0.15,134.61,0.01,RW-SRI-2020,134610.0,0.13461,Asia & Middle East,-14.375675847592383,-22.599999999999994
Rwanda,Sri Lanka,2021,Export,3.0,0.13,401.43,0.03,RW-SRI-2021,401430.0,0.40143,Asia & Middle East,198.21707154000444,266.82
Rwanda,Sri Lanka,2022,Export,3.0,0.13,62.94,0.0,RW-SRI-2022,62940.0,0.06294,Asia & Middle East,-84.32105223824826,-338.49
Rwanda,St. Vincent and the Grenadines,2021,Export,1.0,0.04,4.52,0.0,RW-ST.-2021,4520.0,0.00452,Other/Regional Grouping,,
Rwanda,Sub-Saharan Africa,2018,Export,1980.0,97.11,439899.66,43.81,RW-SUB-2018,439899660.0,439.89966,Other/Regional Grouping,,
Rwanda,Sub-Saharan Africa,2019,Export,2179.0,97.28,499955.2,44.17,RW-SUB-2019,499955200.0,499.9552,Other/Regional Grouping,13.6520996629095,60055.54000000004
Rwanda,Sub-Saharan Africa,2020,Export,2012.0,97.58,472644.13,33.02,RW-SUB-2020,472644130.0,472.64413,Other/Regional Grouping,-5.462703458229856,-27311.070000000007
Rwanda,Sub-Saharan Africa,2021,Export,2155.0,96.12,781305.04,50.0,RW-SUB-2021,781305040.0,781.3050400000001,Other/Regional Grouping,65.30513983110295,308660.91000000003
Rwanda,Sub-Saharan Africa,2022,Export,2228.0,97.34,903072.21,44.72,RW-SUB-2022,903072210.0,903.0722099999999,Other/Regional Grouping,15.585099771019006,121767.16999999993
Rwanda,Sudan,2018,Export,48.0,2.35,12663.91,1.26,RW-SUD-2018,12663910.0,12.66391,Africa,,
Rwanda,Sudan,2019,Export,9.0,0.4,5070.96,0.45,RW-SUD-2019,5070960.0,5.07096,Africa,-59.95739072687661,-7592.95
Rwanda,Sudan,2020,Export,9.0,0.44,5473.32,0.38,RW-SUD-2020,5473320.0,5.473319999999999,Africa,7.934592266553064,402.3599999999997
Rwanda,Sudan,2021,Export,17.0,0.76,4508.38,0.29,RW-SUD-2021,4508380.0,4.50838,Africa,-17.62988460386017,-964.9399999999996
Rwanda,Sudan,2022,Export,23.0,1.0,6232.33,0.31,RW-SUD-2022,6232330.0,6.23233,Africa,38.23879087388373,1723.9499999999998
Rwanda,Sweden,2018,Export,27.0,1.32,324.52,0.03,RW-SWE-2018,324520.0,0.32452,Europe & Central Asia,,
Rwanda,Sweden,2019,Export,20.0,0.89,205.06,0.02,RW-SWE-2019,205060.0,0.20506,Europe & Central Asia,-36.81129052138543,-119.45999999999998
Rwanda,Sweden,2020,Export,25.0,1.21,128.12,0.01,RW-SWE-2020,128120.0,0.12812,Europe & Central Asia,-37.52072564127572,-76.94
Rwanda,Sweden,2021,Export,33.0,1.47,290.54,0.02,RW-SWE-2021,290540.0,0.29054,Europe & Central Asia,126.77177645956914,162.42000000000002
Rwanda,Sweden,2022,Export,35.0,1.53,558.57,0.03,RW-SWE-2022,558570.0,0.55857,Europe & Central Asia,92.252357678805,268.03000000000003
Rwanda,Switzerland,2018,Export,42.0,2.06,88763.71,8.84,RW-SWI-2018,88763710.0,88.76371,Europe & Central Asia,,
Rwanda,Switzerland,2019,Export,18.0,0.8,54186.73,4.79,RW-SWI-2019,54186730.0,54.186730000000004,Europe & Central Asia,-38.95395990095501,-34576.98
Rwanda,Switzerland,2020,Export,18.0,0.87,15535.46,1.09,RW-SWI-2020,15535460.0,15.535459999999999,Europe & Central Asia,-71.32977022234041,-38651.270000000004
Rwanda,Switzerland,2021,Export,12.0,0.54,26038.73,1.67,RW-SWI-2021,26038730.0,26.03873,Europe & Central Asia,67.6083617736456,10503.27
Rwanda,Switzerland,2022,Export,8.0,0.35,16980.2,0.84,RW-SWI-2022,16980200.0,16.9802,Europe & Central Asia,-34.788678249668855,-9058.529999999999
Rwanda,Syrian Arab Republic,2019,Export,1.0,0.04,47.09,0.0,RW-SYR-2019,47090.0,0.04709000000000001,Asia & Middle East,,
Rwanda,Tajikistan,2021,Export,1.0,0.04,216.93,0.01,RW-TAJ-2021,216930.0,0.21693,Asia & Middle East,,
Rwanda,Tanzania,2018,Export,90.0,4.41,14659.44,1.46,RW-TAN-2018,14659440.0,14.65944,Africa,,
Rwanda,Tanzania,2019,Export,91.0,4.06,5030.11,0.44,RW-TAN-2019,5030110.0,5.03011,Africa,-65.686888448672,-9629.330000000002
Rwanda,Tanzania,2020,Export,174.0,8.44,5010.66,0.35,RW-TAN-2020,5010660.0,5.01066,Africa,-0.3866714644411351,-19.449999999999818
Rwanda,Tanzania,2021,Export,175.0,7.81,96535.96,6.18,RW-TAN-2021,96535960.0,96.53596,Africa,1826.611663932496,91525.3
Rwanda,Tanzania,2022,Export,213.0,9.31,7138.88,0.35,RW-TAN-2022,7138880.0,7.13888,Africa,-92.60495260004666,-89397.08
Rwanda,Thailand,2018,Export,6.0,0.29,32632.53,3.25,RW-THA-2018,32632530.0,32.632529999999996,Asia & Middle East,,
Rwanda,Thailand,2019,Export,4.0,0.18,598.55,0.05,RW-THA-2019,598550.0,0.5985499999999999,Asia & Middle East,-98.16578732939186,-32033.98
Rwanda,Thailand,2020,Export,5.0,0.24,954.21,0.07,RW-THA-2020,954210.0,0.95421,Asia & Middle East,59.420265641968115,355.6600000000001
Rwanda,Thailand,2021,Export,13.0,0.58,518.68,0.03,RW-THA-2021,518679.99999999994,0.5186799999999999,Asia & Middle East,-45.642992632649005,-435.5300000000001
Rwanda,Thailand,2022,Export,5.0,0.22,1759.86,0.09,RW-THA-2022,1759860.0,1.75986,Asia & Middle East,239.29590498958896,1241.1799999999998
Rwanda,Togo,2018,Export,2.0,0.1,0.56,0.0,RW-TOG-2018,560.0,0.0005600000000000001,Africa,,
Rwanda,Togo,2019,Export,10.0,0.45,31.99,0.0,RW-TOG-2019,31990.0,0.03199,Africa,5612.499999999999,31.43
Rwanda,Togo,2020,Export,1.0,0.05,7.36,0.0,RW-TOG-2020,7360.0,0.00736,Africa,-76.99281025320413,-24.63
Rwanda,Togo,2021,Export,1.0,0.04,5.75,0.0,RW-TOG-2021,5750.0,0.00575,Africa,-21.875,-1.6100000000000003
Rwanda,Togo,2022,Export,2.0,0.09,4.42,0.0,RW-TOG-2022,4420.0,0.00442,Africa,-23.1304347826087,-1.33
Rwanda,Tunisia,2018,Export,11.0,0.54,22.99,0.0,RW-TUN-2018,22990.0,0.02299,Africa,,
Rwanda,Tunisia,2019,Export,3.0,0.13,118.4,0.01,RW-TUN-2019,118400.0,0.1184,Africa,415.00652457590263,95.41000000000001
Rwanda,Tunisia,2020,Export,2.0,0.1,6.71,0.0,RW-TUN-2020,6710.0,0.00671,Africa,-94.33277027027027,-111.69000000000001
Rwanda,Tunisia,2022,Export,1.0,0.04,5.51,0.0,RW-TUN-2022,5510.0,0.00551,Africa,-17.883755588673623,-1.2000000000000002
Rwanda,Turkey,2018,Export,6.0,0.29,1865.49,0.19,RW-TUR-2018,1865490.0,1.86549,Asia & Middle East,,
Rwanda,Turkey,2019,Export,6.0,0.27,1661.25,0.15,RW-TUR-2019,1661250.0,1.66125,Asia & Middle East,-10.948329929401924,-204.24
Rwanda,Turkey,2020,Export,6.0,0.29,55192.01,3.86,RW-TUR-2020,55192010.0,55.19201,Asia & Middle East,3222.31813393529,53530.76
Rwanda,Turkey,2021,Export,11.0,0.49,1682.71,0.11,RW-TUR-2021,1682710.0,1.68271,Asia & Middle East,-96.95117101189103,-53509.3
Rwanda,Turkey,2022,Export,15.0,0.66,6899.96,0.34,RW-TUR-2022,6899960.0,6.89996,Asia & Middle East,310.0504543266516,5217.25
Rwanda,Uganda,2018,Export,404.0,19.81,33840.23,3.37,RW-UGA-2018,33840230.0,33.840230000000005,Africa,,
Rwanda,Uganda,2019,Export,296.0,13.21,31714.0,2.8,RW-UGA-2019,31714000.0,31.714,Africa,-6.283142874619951,-2126.230000000003
Rwanda,Uganda,2020,Export,193.0,9.36,21811.78,1.52,RW-UGA-2020,21811780.0,21.81178,Africa,-31.223497508986576,-9902.220000000001
Rwanda,Uganda,2021,Export,190.0,8.47,25107.77,1.61,RW-UGA-2021,25107770.0,25.107770000000002,Africa,15.111054668624035,3295.9900000000016
Rwanda,Uganda,2022,Export,241.0,10.53,22772.91,1.13,RW-UGA-2022,22772910.0,22.77291,Africa,-9.299352351881506,-2334.8600000000006
Rwanda,Ukraine,2018,Export,3.0,0.15,56.7,0.01,RW-UKR-2018,56700.0,0.0567,Europe & Central Asia,,
Rwanda,Ukraine,2019,Export,3.0,0.13,63.04,0.01,RW-UKR-2019,63040.0,0.06304,Europe & Central Asia,11.1816578483245,6.339999999999996
Rwanda,Ukraine,2020,Export,4.0,0.19,286.05,0.02,RW-UKR-2020,286050.0,0.28605,Europe & Central Asia,353.7595177664975,223.01000000000002
Rwanda,Ukraine,2021,Export,3.0,0.13,654.43,0.04,RW-UKR-2021,654430.0,0.65443,Europe & Central Asia,128.781681524209,368.37999999999994
Rwanda,Ukraine,2022,Export,3.0,0.13,298.69,0.01,RW-UKR-2022,298690.0,0.29869,Europe & Central Asia,-54.35875494705316,-355.73999999999995
Rwanda,United Arab Emirates,2018,Export,63.0,3.09,46260.29,4.61,RW-UNI-2018,46260290.0,46.26029,Asia & Middle East,,
Rwanda,United Arab Emirates,2019,Export,94.0,4.2,342180.64,30.23,RW-UNI-2019,342180640.0,342.18064000000004,Asia & Middle East,639.6854624127951,295920.35000000003
Rwanda,United Arab Emirates,2020,Export,91.0,4.41,649215.3,45.36,RW-UNI-2020,649215300.0,649.2153000000001,Asia & Middle East,89.72882276449073,307034.66000000003
Rwanda,United Arab Emirates,2021,Export,178.0,7.94,437042.52,27.97,RW-UNI-2021,437042520.0,437.04252,Asia & Middle East,-32.68142016985737,-212172.78000000003
Rwanda,United Arab Emirates,2022,Export,109.0,4.76,590298.7,29.23,RW-UNI-2022,590298700.0,590.2986999999999,Asia & Middle East,35.066652096001995,153256.17999999993
Rwanda,United Kingdom,2018,Export,87.0,4.27,44089.56,4.39,RW-UNI-2018,44089560.0,44.08956,Europe & Central Asia,,
Rwanda,United Kingdom,2019,Export,90.0,4.02,38565.91,3.41,RW-UNI-2019,38565910.0,38.56591,Europe & Central Asia,-12.528249317979123,-5523.649999999994
Rwanda,United Kingdom,2020,Export,58.0,2.81,29536.87,2.06,RW-UNI-2020,29536870.0,29.53687,Europe & Central Asia,-23.411971868419556,-9029.040000000005
